26/08/2023 12:55:17,I confirm,6120ec5f9705e01665ca1cbd,No knowledge,Native speaker,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,1,1,1,1,1,1,1,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 12:57:31,1,+AC0-1,+AC0-1,+AC0-1,0,1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,1,1,1,1,1,1,1,1,+AC0-1
26/08/2023 13:37:50,I confirm,62fb790c53c5e82f4a963c48,Master or further education,Native speaker,Eveyday,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,1,1,1,1,1,1,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 13:39:11,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,1,+AC0-1,0,0,1,+AC0-1,+AC0-1,1,0,+AC0-1,1,0,+AC0-1,0,1,1,1,1,1,1,1
26/08/2023 14:09:39,I confirm,Evangelos ,High+AC0-school level,Advanced,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,0,+AC0-1,+AC0-1,+AC0-1,1,1,0,+AC0-1,0,1,1,0,+AC0-1,1,0,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,Go to Elastic Chapter and try to find what you were asked before,Submit this form,26/08/2023 14:08:44,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,1,1,0,+AC0-1,0,1,1,0,+AC0-1,1,0,+AC0-1
26/08/2023 15:50:54,I confirm,5ea9ac27abf6101099ff0360,No knowledge,Advanced,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 16:04:03,1,1,+AC0-1,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,1,1,1,+AC0-1,+AC0-1,0,+AC0-1
26/08/2023 15:54:16,I confirm,60bbc368a316ee5421a1153b,High+AC0-school level,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,0,1,1,+AC0-1,1,1,1,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 16:35:36,0,0,1,1,1,1,1,1,1,+AC0-1,+AC0-1,1,1,+AC0-1,+AC0-1,1,1,0,0,1,1,1,1,1,+AC0-1,1
26/08/2023 16:11:54,I confirm,5f3869432ee10f387a4ba415,High+AC0-school level,Advanced,Multiple times a day,1,1,1,0,1,1,1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,1,1,1,+AC0-1,0,1,0,1,+AC0-1,1,0,1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 16:09:22,1,1,1,+AC0-1,1,1,1,1,1,1,+AC0-1,1,+AC0-1,+AC0-1,1,1,1,1,0,1,0,+AC0-1,+AC0-1,1,0,1
26/08/2023 16:40:32,I confirm,56cb8858edf8da000b6df354,High+AC0-school level,Native speaker,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,1,+AC0-1,1,1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 16:53:38,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,0,1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,1,1,+AC0-1,1,1,1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1
26/08/2023 16:46:39,I confirm,63af557b3d4f219c3226b7d6,No knowledge,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,1,1,+AC0-1,1,+AC0-1,0,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Go to Elastic Chapter and try to find what you were asked before,Submit this form,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 17:09:51,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
26/08/2023 17:37:30,I confirm,61644a9055a7fdced6a7aa9c,High+AC0-school level,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,1,0,1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,1,1,1,1,1,1,1,1,1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 17:32:37,1,+AC0-1,1,1,1,1,+AC0-1,1,+AC0-1,+AC0-1,1,+AC0-1,1,+AC0-1,1,1,1,+AC0-1,1,1,1,1,1,1,1,1
26/08/2023 18:41:22,I confirm,5bc4784e85214800017d8c1a,Bachelor education,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,0,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,I confirm,I confirm,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Elastic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,26/08/2023 18:47:50,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,0,1,1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1
