26/08/2023 13:11:05,I confirm,5d78d8ee90a13d001602b49c,High+AC0-school level,Advanced,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,0,0,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 13:45:19,0,+AC0-1,0,1,0,+AC0-1,+AC0-1,1,0,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,0,+AC0-1,+AC0-1,+AC0-1,0,0,+AC0-1
26/08/2023 13:13:03,I confirm,601c0e94807fad668b4d0511,High+AC0-school level,Native speaker,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,0,0,1,+AC0-1,0,1,0,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 13:43:18,0,+AC0-1,1,0,0,1,0,1,1,0,1,1,+AC0-1,1,1,1,+AC0-1,+AC0-1,0,0,1,1,1,0,0,1
26/08/2023 13:18:09,I confirm,5e67b776ff87e00532d8ddc1,High+AC0-school level,Advanced,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,1,1,1,1,1,1,0,0,1,1,+AC0-1,0,1,1,+AC0-1,+AC0-1,0,0,+AC0-1,I confirm,I confirm,I confirm,,Submit this form,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 13:32:53,1,+AC0-1,+AC0-1,+AC0-1,0,0,1,1,1,0,1,1,1,+AC0-1,0,1,1,1,0,1,1,0,+AC0-1,0,0,1
26/08/2023 15:53:15,I confirm,6346b0c544caa80ebc4e5b2d,High+AC0-school level,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,1,1,+AC0-1,+AC0-1,1,0,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 16:05:23,1,+AC0-1,1,1,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,0,0,1,1,0,1,0,0,1
26/08/2023 15:56:47,I confirm,60ddfb3db6a71ad9ba75e387,High+AC0-school level,Advanced,Multiple times a day,1,+AC0-1,0,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,0,0,+AC0-1,1,0,1,1,1,0,1,1,0,0,0,0,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 16:03:27,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
26/08/2023 16:01:01,I confirm,5b59e2dff5bc59000117440c,No knowledge,Native speaker,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,0,1,1,+AC0-1,0,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 16:20:45,0,1,0,0,0,0,1,1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,1,0,0,1,1,+AC0-1,1,0,0,1
26/08/2023 16:02:41,I confirm,5fe23f65878eaadb5e2c8ba1,No knowledge,Advanced,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,+AC0-1,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 16:38:40,1,0,+AC0-1,0,0,+AC0-1,1,1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,0,0,0,+AC0-1,1,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1
26/08/2023 18:41:42,I confirm,6310eda535a15a7ca2e0cfbc,High+AC0-school level,Native speaker,Multiple times a day,0,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,+AC0-1,+AC0-1,0,+AC0-1,0,0,1,1,1,+AC0-1,0,1,1,+AC0-1,1,+AC0-1,0,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:02:19,1,1,1,0,+AC0-1,0,1,+AC0-1,1,+AC0-1,+AC0-1,1,0,1,+AC0-1,1,1,+AC0-1,1,1,1,+AC0-1,1,+AC0-1,0,1
26/08/2023 18:51:02,I confirm,5fa45dc96da3af0b7dcba9a8,High+AC0-school level,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,1,+AC0-1,0,1,1,0,+AC0-1,0,0,+AC0-1,I confirm,I confirm,I confirm,,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,Submit this form,,26/08/2023 19:07:34,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,+AC0-1,0,1
26/08/2023 18:53:57,I confirm,5f4826ac7f52512d8d8272b9,No knowledge,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,1,1,+AC0-1,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,0,1,1,+AC0-1,1,1,1,1,1,1,1,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:07:58,0,1,1,0,0,1,1,0,1,1,+AC0-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
26/08/2023 18:54:32,I confirm,60cb548814e8520d9069e354,High+AC0-school level,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,0,+AC0-1,+AC0-1,1,1,+AC0-1,1,0,+AC0-1,1,0,1,+AC0-1,+AC0-1,0,0,1,+AC0-1,+AC0-1,0,0,+AC0-1,I confirm,I confirm,I confirm,,Submit this form,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:05:57,1,1,+AC0-1,0,0,1,0,1,1,+AC0-1,1,1,1,1,0,1,+AC0-1,1,0,0,1,+AC0-1,+AC0-1,0,0,+AC0-1
26/08/2023 18:55:54,I confirm,5cabf58293e29a0016018c30,Bachelor education,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,1,+AC0-1,1,1,+AC0-1,0,1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:16:13,1,1,1,+AC0-1,1,1,1,1,1,0,+AC0-1,1,1,1,1,1,+AC0-1,+AC0-1,0,1,1,+AC0-1,+AC0-1,0,0,1
26/08/2023 18:56:55,I confirm,6100b7d1d121da73b60c7b6e,Master or further education,Advanced,Multiple times a day,1,1,1,0,+AC0-1,1,1,1,1,+AC0-1,+AC0-1,0,1,1,+AC0-1,1,1,+AC0-1,0,1,1,1,1,+AC0-1,+AC0-1,+AC0-1,I confirm,I confirm,I confirm,,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,Submit this form,,26/08/2023 19:09:58,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,+AC0-1,0,1,1
26/08/2023 18:57:24,I confirm,5dd03c5486c8861300974102,High+AC0-school level,Native speaker,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,1,1,+AC0-1,1,+AC0-1,1,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:25:55,1,1,1,+AC0-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
26/08/2023 18:58:02,I confirm,61082411ae20078aaf317d35,Bachelor education,Advanced,Multiple times a day,1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,+AC0-1,1,+AC0-1,1,1,1,+AC0-1,+AC0-1,1,+AC0-1,+AC0-1,I confirm,I confirm,I confirm,,Go to Semantic Chapter and try to find what you were asked before,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:08:54,0,1,1,+AC0-1,0,0,+AC0-1,1,1,+AC0-1,1,+AC0-1,1,1,+AC0-1,+AC0-1,1,1,1,1,1,+AC0-1,1,1,0,1
26/08/2023 19:00:52,I confirm,641384b3dffcf39ec42d3c23,High+AC0-school level,Native speaker,Multiple times a day,1,1,1,+AC0-1,1,1,1,1,+AC0-1,+AC0-1,1,+AC0-1,1,1,1,1,1,+AC0-1,1,1,1,1,1,1,0,1,I confirm,I confirm,I confirm,,Submit this form,+ACI-Click the +ACIAIg-Get started+ACIAIg- in the next survey once I finish my searches+ACI-,,26/08/2023 19:16:59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,+AC0-1,1,1,0,1
