56afa11aabec410005a56534,01/03/2023 14:11:29,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,Quite likely,Slightly likely,Slightly likely,Quite likely,Extremely likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Quite likely,Extremely likely,"I love all of it! The fact that I can search for a term, topic or researcher and have a list of relevant information sources is amazing","Sometimes I searched for something and had no match - I was scrolling for a while thinking that it might be lower in the search results. In this type of scenario, it would have been nice to get a message notification saying ""nothing matches your search term"" and then show the ""similar recommendations based on your search""",,01/03/2023 13:56:05,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
587d4ed4e4404c0001c9d1b9,01/03/2023 14:26:54,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Slightly likely,Quite likely,Slightly likely,Quite likely,Quite likely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,clearly laid out,not especially easy to filter,,01/03/2023 14:18:25,I confirm,No knowledge,Native speaker,Multiple times a day,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
58f50400f4ce600001016db5,01/03/2023 14:12:39,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,Neither likely or unlikely,Slightly likely,Quite likely,Slightly likely,Slightly likely,Slightly likely,Neither likely or unlikely,Slightly unlikely,Slightly unlikely,Slightly likely,Neither likely or unlikely,Neither likely or unlikely,Slightly likely,Slightly likely,Quite likely,"The way that you can easily open PDF's. Also, I like the structure of it, it may help a student to organize better his knowledge.","I felt that some of the definitions where quite obvious, feeling the need to further my research on the pdf chapters. I feel that some of the definitions on the website need to be a little more complex.",,01/03/2023 13:57:08,I confirm,High-school level,Advanced,Eveyday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
596a3b32670f410001fe95d9,01/03/2023 12:58:26,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,Slightly likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Slightly unlikely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly unlikely,Slightly likely,Slightly likely,Slightly likely,The ability to expand on an item,Bit busy ,,01/03/2023 12:48:54,I confirm,High-school level,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Go to Semantic Chapter and try to find what you were asked before,Submit this form,"Click the ""Get started"" in the next survey once I finish my searches"
5980fff19bf4fe0001070984,01/03/2023 15:24:49,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,Quite unlikely,Slightly unlikely,Quite unlikely,Neither likely or unlikely,Quite unlikely,Neither likely or unlikely,Extremely unlikely,Quite unlikely,Neither likely or unlikely,Slightly unlikely,Quite unlikely,Quite unlikely,Slightly unlikely,Quite unlikely,Quite unlikely,Being able to combine search terms,"The usability was poor, it was hard to work out what I was doing from time to time",,01/03/2023 15:11:23,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
59dc458f77860e000151240e,01/03/2023 15:08:44,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Slightly likely,Extremely likely,Quite likely,Extremely likely,Quite likely,Extremely likely,Extremely likely,Quite likely,Slightly likely,Quite likely,"I liked that it actively changed to match my search and that it highlighted key concepts, sometimes with different colors.","I didn't like that it would only pull up informaiton through a basic search, so I saw a lot of the same information over and over again from different searches or within the same search. I also would have liked an option to see which texts I've already viewed, as most of the chapter names were very similar. I also found it difficult to search for something unless I already knew the exact name or term.",,01/03/2023 14:41:49,I confirm,High-school level,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5bb756696322c5000159756c,01/03/2023 12:33:11,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Slightly unlikely,Slightly unlikely,Slightly unlikely,Neither likely or unlikely,Slightly unlikely,Neither likely or unlikely,Slightly likely,Slightly likely,Neither likely or unlikely,Slightly unlikely,Slightly likely,Slightly likely,Slightly likely,Neither likely or unlikely,Neither likely or unlikely,The concepts section,the people section,"It was difficut to find many of the answers and Google might have been just as good, if not better. ",01/03/2023 12:11:12,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5c018eb6067bbf00019ba43d,01/03/2023 11:55:11,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,Quite unlikely,Quite unlikely,Quite unlikely,Quite unlikely,Quite unlikely,Slightly unlikely,Extremely likely,Slightly likely,Slightly likely,Slightly unlikely,Slightly likely,Quite likely,Slightly unlikely,Quite unlikely,Slightly unlikely,Easy to use and understand,Definitions of concepts were too simple. ,,01/03/2023 11:37:49,I confirm,High-school level,Advanced,Multiple times a day,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5c573e54e9813700018acc31,01/03/2023 14:42:16,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,Quite likely,"The connection of concepts, sources and people. The autocomplete feature.",Short descriptions of concepts. Sometimes I didn't use autocomplete and the system didn't consider what i type and added,"no, thank you.",01/03/2023 14:30:41,I confirm,High-school level,Advanced,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Submit this form,Go to Semantic Chapter and try to find what you were asked before,"Click the ""Get started"" in the next survey once I finish my searches"
5cc7443b836ddc0016fec706,01/03/2023 16:19:53,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Neither likely or unlikely,Neither likely or unlikely,Neither likely or unlikely,Lotys if info,You need to know the answer to make the search,Better if you have some basic knowledge at least,01/03/2023 15:20:20,I confirm,No knowledge,Native speaker,Multiple times a day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I confirm,I confirm,I confirm,,I searched my user ID number AND I am ready to use the platform.,Read the instructions FIRST,Go to Semantic Chapter and try to find what you were asked before,Submit this form,"Click the ""Get started"" in the next survey once I finish my searches"
